genome_id,genome_name,species,cluster,cluster_size,genome_length,n_contigs,file,status
1280.9190,Staphylococcus aureus 002_07,Staphylococcus aureus,hc10:19383,1,2787801,50,genomes/1280.9190.fna,ok
1280.9191,Staphylococcus aureus 002_10,Staphylococcus aureus,hc10:19580,1,2778561,59,genomes/1280.9191.fna,ok
1280.9192,Staphylococcus aureus 003_06,Staphylococcus aureus,hc10:17979,1,3022491,82,genomes/1280.9192.fna,ok
1280.9193,Staphylococcus aureus 003_10,Staphylococcus aureus,hc10:19581,1,2806243,60,genomes/1280.9193.fna,ok
1280.9194,Staphylococcus aureus 004_06,Staphylococcus aureus,hc10:19582,1,2823579,50,genomes/1280.9194.fna,ok
1280.9195,Staphylococcus aureus 004_10,Staphylococcus aureus,hc10:19384,1,2811726,60,genomes/1280.9195.fna,ok
1280.9196,Staphylococcus aureus 005_10,Staphylococcus aureus,hc10:17980,1,2807170,59,genomes/1280.9196.fna,ok
1280.9197,Staphylococcus aureus 006_00,Staphylococcus aureus,hc10:19385,1,3026653,62,genomes/1280.9197.fna,ok
1280.9198,Staphylococcus aureus 006_06,Staphylococcus aureus,hc10:19583,1,2744935,51,genomes/1280.9198.fna,ok
1280.9199,Staphylococcus aureus 006_10,Staphylococcus aureus,hc10:19584,1,3075063,86,genomes/1280.9199.fna,ok
1280.9200,Staphylococcus aureus 009_00,Staphylococcus aureus,hc10:15016,1,3017153,75,genomes/1280.9200.fna,ok
1280.9201,Staphylococcus aureus 009_09,Staphylococcus aureus,hc10:19585,1,2776303,50,genomes/1280.9201.fna,ok
1280.9202,Staphylococcus aureus 009_06,Staphylococcus aureus,hc10:17981,1,3035552,67,genomes/1280.9202.fna,ok
1280.9203,Staphylococcus aureus 010_09,Staphylococcus aureus,hc10:19386,1,2777320,56,genomes/1280.9203.fna,ok
1280.9204,Staphylococcus aureus 011_00,Staphylococcus aureus,hc10:19586,1,3007381,70,genomes/1280.9204.fna,ok
1280.9205,Staphylococcus aureus 011_09,Staphylococcus aureus,hc10:19387,1,2778700,53,genomes/1280.9205.fna,ok
1280.9206,Staphylococcus aureus 012_00,Staphylococcus aureus,hc10:15017,1,3005422,70,genomes/1280.9206.fna,ok
1280.9207,Staphylococcus aureus 013_00,Staphylococcus aureus,hc10:19587,1,3014690,71,genomes/1280.9207.fna,ok
1280.9208,Staphylococcus aureus 018_09,Staphylococcus aureus,hc10:19588,1,2810046,57,genomes/1280.9208.fna,ok
1280.9209,Staphylococcus aureus 019_01,Staphylococcus aureus,hc10:19589,1,2998284,65,genomes/1280.9209.fna,ok
1280.9211,Staphylococcus aureus 020_01,Staphylococcus aureus,hc10:17982,1,3000974,67,genomes/1280.9211.fna,ok
1280.9212,Staphylococcus aureus 022_01,Staphylococcus aureus,hc10:17983,1,2999191,64,genomes/1280.9212.fna,ok
1280.9213,Staphylococcus aureus 023_01,Staphylococcus aureus,hc10:19388,1,2939091,87,genomes/1280.9213.fna,ok
1280.9214,Staphylococcus aureus 024_04,Staphylococcus aureus,hc10:19389,1,2819872,60,genomes/1280.9214.fna,ok
1280.9215,Staphylococcus aureus 024_05,Staphylococcus aureus,hc10:19390,1,2789182,53,genomes/1280.9215.fna,ok
1280.9216,Staphylococcus aureus 025_01,Staphylococcus aureus,hc10:19391,1,3028180,82,genomes/1280.9216.fna,ok
1280.9218,Staphylococcus aureus 028_01,Staphylococcus aureus,hc10:19393,1,3014836,72,genomes/1280.9218.fna,ok
1280.9219,Staphylococcus aureus 028_04,Staphylococcus aureus,hc10:19013,1,2819822,54,genomes/1280.9219.fna,ok
1280.9220,Staphylococcus aureus 028_07,Staphylococcus aureus,hc10:19014,1,2821150,61,genomes/1280.9220.fna,ok
1280.9221,Staphylococcus aureus 030_01,Staphylococcus aureus,hc10:15310,1,3018545,66,genomes/1280.9221.fna,ok
1280.9222,Staphylococcus aureus 030_05,Staphylococcus aureus,hc10:19015,1,2999783,65,genomes/1280.9222.fna,ok
1280.9223,Staphylococcus aureus 031_01,Staphylococcus aureus,hc10:19016,1,2997005,61,genomes/1280.9223.fna,ok
1280.9224,Staphylococcus aureus 032_01,Staphylococcus aureus,hc10:19017,1,3019414,70,genomes/1280.9224.fna,ok
1280.9225,Staphylococcus aureus 033_01,Staphylococcus aureus,hc10:19018,1,3030892,65,genomes/1280.9225.fna,ok
1280.9226,Staphylococcus aureus 040_08,Staphylococcus aureus,hc10:15311,1,2817935,58,genomes/1280.9226.fna,ok
1280.9227,Staphylococcus aureus 039_08,Staphylococcus aureus,hc10:19394,1,2816710,58,genomes/1280.9227.fna,ok
1280.9228,Staphylococcus aureus 041_04,Staphylococcus aureus,hc10:19395,1,2825746,62,genomes/1280.9228.fna,ok
1280.9229,Staphylococcus aureus 041_08,Staphylococcus aureus,hc10:19019,1,2790983,54,genomes/1280.9229.fna,ok
1280.9230,Staphylococcus aureus 042_04,Staphylococcus aureus,hc10:19020,1,2821360,57,genomes/1280.9230.fna,ok
1280.9231,Staphylococcus aureus 043_05,Staphylococcus aureus,hc10:19021,1,2787057,56,genomes/1280.9231.fna,ok
1280.9232,Staphylococcus aureus 049_05,Staphylococcus aureus,hc10:19022,1,2998354,65,genomes/1280.9232.fna,ok
1280.9233,Staphylococcus aureus 052_05,Staphylococcus aureus,hc10:19023,1,2977604,55,genomes/1280.9233.fna,ok
1280.9235,Staphylococcus aureus 054_09,Staphylococcus aureus,hc10:19396,1,2775304,57,genomes/1280.9235.fna,ok
1280.9236,Staphylococcus aureus 055_04,Staphylococcus aureus,hc10:15312,1,2818431,58,genomes/1280.9236.fna,ok
1280.9237,Staphylococcus aureus 056_05,Staphylococcus aureus,hc10:17984,1,3049790,81,genomes/1280.9237.fna,ok
1280.9238,Staphylococcus aureus 058_08,Staphylococcus aureus,hc10:15313,1,3006241,80,genomes/1280.9238.fna,ok
1280.9239,Staphylococcus aureus 064_02,Staphylococcus aureus,hc10:19591,1,3015000,59,genomes/1280.9239.fna,ok
1280.9240,Staphylococcus aureus 065_02,Staphylococcus aureus,hc10:19397,2,2979234,63,genomes/1280.9240.fna,ok
1280.9242,Staphylococcus aureus 067_02,Staphylococcus aureus,hc10:19399,1,3031613,72,genomes/1280.9242.fna,ok
1280.9243,Staphylococcus aureus 068_02,Staphylococcus aureus,hc10:19400,1,3014387,82,genomes/1280.9243.fna,ok
1280.9244,Staphylococcus aureus 069_02,Staphylococcus aureus,hc10:19401,1,3043157,84,genomes/1280.9244.fna,ok
1280.9245,Staphylococcus aureus 069_05,Staphylococcus aureus,hc10:19402,1,2817408,56,genomes/1280.9245.fna,ok
1280.9246,Staphylococcus aureus 070_03,Staphylococcus aureus,hc10:19592,1,2987901,56,genomes/1280.9246.fna,ok
1280.9247,Staphylococcus aureus 071_03,Staphylococcus aureus,hc10:19593,1,3021005,73,genomes/1280.9247.fna,ok
1280.9248,Staphylococcus aureus 078_05,Staphylococcus aureus,hc10:17985,1,2990101,64,genomes/1280.9248.fna,ok
1280.9249,Staphylococcus aureus 082_03,Staphylococcus aureus,hc10:19403,1,2822910,52,genomes/1280.9249.fna,ok
1280.9250,Staphylococcus aureus 085_03,Staphylococcus aureus,hc10:19594,1,2874876,56,genomes/1280.9250.fna,ok
1280.9251,Staphylococcus aureus 086_03,Staphylococcus aureus,hc10:19595,1,2973852,66,genomes/1280.9251.fna,ok
1280.9252,Staphylococcus aureus 088_03,Staphylococcus aureus,hc10:19596,1,2878312,56,genomes/1280.9252.fna,ok
1280.9253,Staphylococcus aureus 092_03,Staphylococcus aureus,hc10:19025,1,2819954,56,genomes/1280.9253.fna,ok
1280.9254,Staphylococcus aureus 098_03,Staphylococcus aureus,hc10:19404,1,2819962,54,genomes/1280.9254.fna,ok
1280.9255,Staphylococcus aureus 099_03,Staphylococcus aureus,hc10:19405,1,2988265,67,genomes/1280.9255.fna,ok
1280.9256,Staphylococcus aureus 100_06,Staphylococcus aureus,hc10:19406,1,2989042,61,genomes/1280.9256.fna,ok
1280.9257,Staphylococcus aureus 101_03,Staphylococcus aureus,hc10:19407,1,2986228,63,genomes/1280.9257.fna,ok
1280.9258,Staphylococcus aureus 101_07,Staphylococcus aureus,hc10:19597,1,3030608,82,genomes/1280.9258.fna,ok
1280.9259,Staphylococcus aureus 102_03,Staphylococcus aureus,hc10:19026,1,2989809,68,genomes/1280.9259.fna,ok
1280.9260,Staphylococcus aureus 102_07,Staphylococcus aureus,hc10:19408,1,3034497,68,genomes/1280.9260.fna,ok
1280.9261,Staphylococcus aureus 106_06,Staphylococcus aureus,hc10:19409,1,2994048,64,genomes/1280.9261.fna,ok
1280.9262,Staphylococcus aureus 106_07,Staphylococcus aureus,hc10:19410,1,3009950,82,genomes/1280.9262.fna,ok
1280.9263,Staphylococcus aureus 108_08,Staphylococcus aureus,hc10:19411,1,2778334,58,genomes/1280.9263.fna,ok
1280.9264,Staphylococcus aureus 112_09,Staphylococcus aureus,hc10:19598,1,2772680,54,genomes/1280.9264.fna,ok
1280.9265,Staphylococcus aureus 126_04,Staphylococcus aureus,hc10:19412,1,2824324,56,genomes/1280.9265.fna,ok
1280.9266,Staphylococcus aureus 131_09,Staphylococcus aureus,hc10:19413,1,2992357,66,genomes/1280.9266.fna,ok
1280.9267,Staphylococcus aureus 135_04,Staphylococcus aureus,hc10:19414,1,2821579,58,genomes/1280.9267.fna,ok
1280.9268,Staphylococcus aureus 142_07,Staphylococcus aureus,hc10:19415,1,2818775,53,genomes/1280.9268.fna,ok
1280.9269,Staphylococcus aureus 152_05,Staphylococcus aureus,hc10:19416,1,2994433,64,genomes/1280.9269.fna,ok
1280.9270,Staphylococcus aureus 156_04,Staphylococcus aureus,hc10:19417,1,3008733,66,genomes/1280.9270.fna,ok
1280.9271,Staphylococcus aureus 157_04,Staphylococcus aureus,hc10:19027,1,3009935,71,genomes/1280.9271.fna,ok
1280.9272,Staphylococcus aureus 158_08,Staphylococcus aureus,hc10:19028,1,3067807,90,genomes/1280.9272.fna,ok
1280.9273,Staphylococcus aureus 172_05,Staphylococcus aureus,hc10:19029,1,2814235,57,genomes/1280.9273.fna,ok
1280.9274,Staphylococcus aureus 176_08,Staphylococcus aureus,hc10:19030,1,2767399,50,genomes/1280.9274.fna,ok
1280.9275,Staphylococcus aureus 177_08,Staphylococcus aureus,hc10:19599,1,2997668,76,genomes/1280.9275.fna,ok
1280.9276,Staphylococcus aureus 199_04,Staphylococcus aureus,hc10:19418,1,2822268,54,genomes/1280.9276.fna,ok
1280.9277,Staphylococcus aureus 213_05,Staphylococcus aureus,hc10:19600,1,2824321,57,genomes/1280.9277.fna,ok
1280.9278,Staphylococcus aureus 255_04,Staphylococcus aureus,hc10:19601,1,2997447,72,genomes/1280.9278.fna,ok
1280.9279,Staphylococcus aureus 259_04,Staphylococcus aureus,hc10:19031,1,2981381,55,genomes/1280.9279.fna,ok
1280.9280,Staphylococcus aureus 262_04,Staphylococcus aureus,hc10:19602,1,2996530,64,genomes/1280.9280.fna,ok
1280.9281,Staphylococcus aureus 263_04,Staphylococcus aureus,hc10:19603,1,2993256,64,genomes/1280.9281.fna,ok
1280.9282,Staphylococcus aureus 264_04,Staphylococcus aureus,hc10:19419,1,2984763,62,genomes/1280.9282.fna,ok
1280.9283,Staphylococcus aureus 268_04,Staphylococcus aureus,hc10:19420,1,2826463,57,genomes/1280.9283.fna,ok
1280.9284,Staphylococcus aureus 270_04,Staphylococcus aureus,hc10:19604,1,2808493,61,genomes/1280.9284.fna,ok
1280.9285,Staphylococcus aureus 339_07,Staphylococcus aureus,hc10:19421,1,3027849,85,genomes/1280.9285.fna,ok
1280.9286,Staphylococcus aureus 346_07,Staphylococcus aureus,hc10:19032,1,2777635,59,genomes/1280.9286.fna,ok
1280.9287,Staphylococcus aureus 341_07,Staphylococcus aureus,hc10:19422,1,2778871,47,genomes/1280.9287.fna,ok
1280.9288,Staphylococcus aureus 348_05,Staphylococcus aureus,hc10:19033,1,2819494,57,genomes/1280.9288.fna,ok
1280.9289,Staphylococcus aureus 349_06,Staphylococcus aureus,hc10:19423,1,2819095,57,genomes/1280.9289.fna,ok
1280.9290,Staphylococcus aureus 352_05,Staphylococcus aureus,hc10:19034,1,3005702,76,genomes/1280.9290.fna,ok
1280.9291,Staphylococcus aureus 352_06,Staphylococcus aureus,hc10:19035,1,3028725,64,genomes/1280.9291.fna,ok
1280.9292,Staphylococcus aureus 356_05,Staphylococcus aureus,hc10:19424,1,2867789,55,genomes/1280.9292.fna,ok
1280.9293,Staphylococcus aureus 362_05,Staphylococcus aureus,hc10:19425,1,3004561,70,genomes/1280.9293.fna,ok
1280.9294,Staphylococcus aureus 363_07,Staphylococcus aureus,hc10:19605,1,2788801,60,genomes/1280.9294.fna,ok
1280.9295,Staphylococcus aureus 367_05,Staphylococcus aureus,hc10:19606,1,3003596,67,genomes/1280.9295.fna,ok
1280.9296,Staphylococcus aureus 480_06,Staphylococcus aureus,hc10:19590,3,2818754,49,genomes/1280.9296.fna,ok
1280.9297,Staphylococcus aureus 481_06,Staphylococcus aureus,hc10:19608,1,2820552,53,genomes/1280.9297.fna,ok
1280.9298,Staphylococcus aureus 491_05,Staphylococcus aureus,hc10:19036,1,2937465,60,genomes/1280.9298.fna,ok
1280.9299,Staphylococcus aureus 493_05,Staphylococcus aureus,hc10:19037,1,2883397,63,genomes/1280.9299.fna,ok
1280.9300,Staphylococcus aureus CGH1_05,Staphylococcus aureus,hc10:19426,1,2783051,52,genomes/1280.9300.fna,ok
1280.9301,Staphylococcus aureus CGH1_06,Staphylococcus aureus,hc10:19427,1,2818289,58,genomes/1280.9301.fna,ok
1280.9302,Staphylococcus aureus CGH1_07,Staphylococcus aureus,hc10:19428,1,2827343,61,genomes/1280.9302.fna,ok
1280.9303,Staphylococcus aureus CGH1_08,Staphylococcus aureus,hc10:19429,1,2999105,66,genomes/1280.9303.fna,ok
1280.9304,Staphylococcus aureus CGH1_09,Staphylococcus aureus,hc10:19392,6,2819449,53,genomes/1280.9304.fna,ok
1280.9305,Staphylococcus aureus CGH2_05,Staphylococcus aureus,hc10:19038,1,2819898,52,genomes/1280.9305.fna,ok
1280.9306,Staphylococcus aureus CGH2_06,Staphylococcus aureus,hc10:19039,1,2778215,54,genomes/1280.9306.fna,ok
1280.9307,Staphylococcus aureus CGH2_07,Staphylococcus aureus,hc10:19040,1,2820422,59,genomes/1280.9307.fna,ok
1280.9308,Staphylococcus aureus CGH2_08,Staphylococcus aureus,hc10:19041,1,2983033,72,genomes/1280.9308.fna,ok
1280.9309,Staphylococcus aureus CGH2_09,Staphylococcus aureus,hc10:19042,1,2808743,59,genomes/1280.9309.fna,ok
1280.9310,Staphylococcus aureus CGH3_05,Staphylococcus aureus,hc10:19609,1,2821964,63,genomes/1280.9310.fna,ok
1280.9311,Staphylococcus aureus CGH3_06,Staphylococcus aureus,hc10:19610,1,2811258,64,genomes/1280.9311.fna,ok
1280.9312,Staphylococcus aureus CGH3_07,Staphylococcus aureus,hc10:19043,1,2814951,64,genomes/1280.9312.fna,ok
1280.9313,Staphylococcus aureus CGH3_10,Staphylococcus aureus,hc10:19611,1,3025634,73,genomes/1280.9313.fna,ok
1280.9314,Staphylococcus aureus CGH4_05,Staphylococcus aureus,hc10:19044,1,2822156,61,genomes/1280.9314.fna,ok
1280.9315,Staphylococcus aureus CGH4_06,Staphylococcus aureus,hc10:19612,1,2789077,52,genomes/1280.9315.fna,ok
1280.9316,Staphylococcus aureus CGH4_07,Staphylococcus aureus,hc10:19613,1,2782141,58,genomes/1280.9316.fna,ok
1280.9317,Staphylococcus aureus CGH4_08,Staphylococcus aureus,hc10:19431,1,3017277,72,genomes/1280.9317.fna,ok
1280.9318,Staphylococcus aureus CGH5_05,Staphylococcus aureus,hc10:19432,1,2989043,63,genomes/1280.9318.fna,ok
1280.9320,Staphylococcus aureus CGH5_07,Staphylococcus aureus,hc10:19614,1,2807080,57,genomes/1280.9320.fna,ok
1280.9321,Staphylococcus aureus CGH5_08,Staphylococcus aureus,hc10:19045,1,2789039,50,genomes/1280.9321.fna,ok
1280.9322,Staphylococcus aureus CGH5_10,Staphylococcus aureus,hc10:19434,1,2994383,66,genomes/1280.9322.fna,ok
1280.9323,Staphylococcus aureus CGH6_06,Staphylococcus aureus,hc10:19435,1,3019522,71,genomes/1280.9323.fna,ok
1280.9324,Staphylococcus aureus CGH6_09,Staphylococcus aureus,hc10:19046,1,2808478,58,genomes/1280.9324.fna,ok
1280.9325,Staphylococcus aureus CGH6_10,Staphylococcus aureus,hc10:19436,1,2802142,57,genomes/1280.9325.fna,ok
1280.9326,Staphylococcus aureus TTSH1_01,Staphylococcus aureus,hc10:19047,1,2992547,59,genomes/1280.9326.fna,ok
1280.9327,Staphylococcus aureus TTSH1_02,Staphylococcus aureus,hc10:19615,1,2996758,59,genomes/1280.9327.fna,ok
1280.9328,Staphylococcus aureus TTSH1_03,Staphylococcus aureus,hc10:19616,2,3001846,63,genomes/1280.9328.fna,ok
1280.9329,Staphylococcus aureus TTSH1_04,Staphylococcus aureus,hc10:19437,1,3011954,79,genomes/1280.9329.fna,ok
1280.9330,Staphylococcus aureus TTSH1_05,Staphylococcus aureus,hc10:19438,1,2996331,61,genomes/1280.9330.fna,ok
1280.9332,Staphylococcus aureus TTSH1_07,Staphylococcus aureus,hc10:19440,1,2823415,57,genomes/1280.9332.fna,ok
1280.9335,Staphylococcus aureus TTSH2_01,Staphylococcus aureus,hc10:19617,1,2996912,67,genomes/1280.9335.fna,ok
1280.9336,Staphylococcus aureus TTSH2_02,Staphylococcus aureus,hc10:19618,1,2955888,49,genomes/1280.9336.fna,ok
1280.9337,Staphylococcus aureus TTSH2_03,Staphylococcus aureus,hc10:19048,1,3073250,93,genomes/1280.9337.fna,ok
1280.9338,Staphylococcus aureus TTSH2_06,Staphylococcus aureus,hc10:19619,1,2820810,56,genomes/1280.9338.fna,ok
1280.9340,Staphylococcus aureus TTSH2_07,Staphylococcus aureus,hc10:19621,1,2996440,61,genomes/1280.9340.fna,ok
1280.9341,Staphylococcus aureus TTSH2_08,Staphylococcus aureus,hc10:19049,1,2996992,67,genomes/1280.9341.fna,ok
1280.9343,Staphylococcus aureus TTSH3_01,Staphylococcus aureus,hc10:19622,1,3061518,95,genomes/1280.9343.fna,ok
1280.9345,Staphylococcus aureus TTSH3_04,Staphylococcus aureus,hc10:19024,4,2822282,56,genomes/1280.9345.fna,ok
1280.9346,Staphylococcus aureus TTSH3_03,Staphylococcus aureus,hc10:19052,1,2999442,67,genomes/1280.9346.fna,ok
1280.9347,Staphylococcus aureus TTSH3_05,Staphylococcus aureus,hc10:19053,2,2783197,58,genomes/1280.9347.fna,ok
1280.9348,Staphylococcus aureus TTSH3_06,Staphylococcus aureus,hc10:19054,1,2992196,67,genomes/1280.9348.fna,ok
1280.9349,Staphylococcus aureus TTSH3_09,Staphylococcus aureus,hc10:19624,1,2815389,65,genomes/1280.9349.fna,ok
1280.9350,Staphylococcus aureus TTSH3_10,Staphylococcus aureus,hc10:19055,1,2805057,64,genomes/1280.9350.fna,ok
1280.9351,Staphylococcus aureus TTSH4_01,Staphylococcus aureus,hc10:19056,1,2998559,70,genomes/1280.9351.fna,ok
1280.9352,Staphylococcus aureus TTSH4_02,Staphylococcus aureus,hc10:19057,1,3014978,67,genomes/1280.9352.fna,ok
1280.9353,Staphylococcus aureus TTSH4_03,Staphylococcus aureus,hc10:19625,1,3037485,70,genomes/1280.9353.fna,ok
1280.9354,Staphylococcus aureus TTSH4_04,Staphylococcus aureus,hc10:19058,1,3007628,78,genomes/1280.9354.fna,ok
1280.9356,Staphylococcus aureus TTSH4_06,Staphylococcus aureus,hc10:19060,1,2995318,64,genomes/1280.9356.fna,ok
1280.9358,Staphylococcus aureus TTSH5_01,Staphylococcus aureus,hc10:19626,1,2995292,60,genomes/1280.9358.fna,ok
1280.9359,Staphylococcus aureus TTSH5_02,Staphylococcus aureus,hc10:19061,1,2996501,64,genomes/1280.9359.fna,ok
1280.9360,Staphylococcus aureus TTSH5_03,Staphylococcus aureus,hc10:19443,1,2994939,65,genomes/1280.9360.fna,ok
1280.9361,Staphylococcus aureus TTSH5_04,Staphylococcus aureus,hc10:19444,1,2993979,62,genomes/1280.9361.fna,ok
1280.9362,Staphylococcus aureus TTSH5_05,Staphylococcus aureus,hc10:19062,1,2996701,65,genomes/1280.9362.fna,ok
1280.9363,Staphylococcus aureus TTSH5_06,Staphylococcus aureus,hc10:19627,1,2984965,62,genomes/1280.9363.fna,ok
1280.9364,Staphylococcus aureus TTSH5_07,Staphylococcus aureus,hc10:19628,1,2996376,61,genomes/1280.9364.fna,ok
1280.9366,Staphylococcus aureus TTSH5_10,Staphylococcus aureus,hc10:19064,1,2789598,60,genomes/1280.9366.fna,ok
1280.9367,Staphylococcus aureus WAU_10,Staphylococcus aureus,hc10:16307,1,3010473,69,genomes/1280.9367.fna,ok
1280.9368,Staphylococcus aureus WAU_11,Staphylococcus aureus,hc10:16308,1,2993834,66,genomes/1280.9368.fna,ok
1280.9369,Staphylococcus aureus WAU_12,Staphylococcus aureus,hc10:19629,1,3008562,65,genomes/1280.9369.fna,ok
1280.9370,Staphylococcus aureus WAU_13,Staphylococcus aureus,hc10:15314,1,3008535,69,genomes/1280.9370.fna,ok
1280.9371,Staphylococcus aureus WAU_14,Staphylococcus aureus,hc10:19630,1,3009063,65,genomes/1280.9371.fna,ok
1280.9372,Staphylococcus aureus WAU_15,Staphylococcus aureus,hc10:15315,1,3008337,68,genomes/1280.9372.fna,ok
1280.9373,Staphylococcus aureus WAU_16,Staphylococcus aureus,hc10:15316,1,3008250,67,genomes/1280.9373.fna,ok
1280.9374,Staphylococcus aureus WAU_17,Staphylococcus aureus,hc10:15317,1,2961619,56,genomes/1280.9374.fna,ok
1280.9375,Staphylococcus aureus WAU_18,Staphylococcus aureus,hc10:19631,1,2992134,56,genomes/1280.9375.fna,ok
1280.9376,Staphylococcus aureus WAU_19,Staphylococcus aureus,hc10:19445,1,2976809,57,genomes/1280.9376.fna,ok
1280.9377,Staphylococcus aureus WAU_20,Staphylococcus aureus,hc10:19446,1,3010197,69,genomes/1280.9377.fna,ok
1280.9378,Staphylococcus aureus WAU_21,Staphylococcus aureus,hc10:19447,1,3006067,69,genomes/1280.9378.fna,ok
1280.9379,Staphylococcus aureus WAU_23,Staphylococcus aureus,hc10:19448,1,2997749,80,genomes/1280.9379.fna,ok
1280.9380,Staphylococcus aureus WAU_24,Staphylococcus aureus,hc10:19449,1,3005686,68,genomes/1280.9380.fna,ok
1280.9381,Staphylococcus aureus WAU_25,Staphylococcus aureus,hc10:19450,1,3007915,75,genomes/1280.9381.fna,ok
1280.9382,Staphylococcus aureus WAU_26,Staphylococcus aureus,hc10:19451,1,3010065,71,genomes/1280.9382.fna,ok
1280.9383,Staphylococcus aureus WAU_27,Staphylococcus aureus,hc10:19452,1,2991358,72,genomes/1280.9383.fna,ok
1280.9384,Staphylococcus aureus WAU_28,Staphylococcus aureus,hc10:19065,1,2963433,63,genomes/1280.9384.fna,ok
1280.9385,Staphylococcus aureus WAU_29,Staphylococcus aureus,hc10:19066,1,3000404,68,genomes/1280.9385.fna,ok
1280.9386,Staphylococcus aureus WAU_3,Staphylococcus aureus,hc10:19067,1,3007372,76,genomes/1280.9386.fna,ok
1280.9387,Staphylococcus aureus WAU_30,Staphylococcus aureus,hc10:19068,1,3000964,62,genomes/1280.9387.fna,ok
1280.9388,Staphylococcus aureus WAU_31,Staphylococcus aureus,hc10:19069,1,2976459,73,genomes/1280.9388.fna,ok
1280.9398,Staphylococcus aureus WAU_32,Staphylococcus aureus,hc10:16309,1,2988227,71,genomes/1280.9398.fna,ok
1280.9400,Staphylococcus aureus WAU_34,Staphylococcus aureus,hc10:19632,2,2992536,70,genomes/1280.9400.fna,ok
1280.9401,Staphylococcus aureus WAU_35,Staphylococcus aureus,hc10:19453,1,3007667,71,genomes/1280.9401.fna,ok
1280.9402,Staphylococcus aureus WAU_36,Staphylococcus aureus,hc10:19634,1,3004561,74,genomes/1280.9402.fna,ok
1280.9403,Staphylococcus aureus WAU_38,Staphylococcus aureus,hc10:19070,1,3009372,80,genomes/1280.9403.fna,ok
1280.9404,Staphylococcus aureus WAU_39,Staphylococcus aureus,hc10:19635,1,2974033,59,genomes/1280.9404.fna,ok
1280.9405,Staphylococcus aureus WAU_41,Staphylococcus aureus,hc10:16310,1,3015409,83,genomes/1280.9405.fna,ok
1280.9406,Staphylococcus aureus WAU_8,Staphylococcus aureus,hc10:19636,1,3011034,69,genomes/1280.9406.fna,ok
1280.9407,Staphylococcus aureus WAU_9,Staphylococcus aureus,hc10:15318,1,3002337,72,genomes/1280.9407.fna,ok
1280.9408,Staphylococcus aureus C00000789,Staphylococcus aureus,hc10:2886,1,2873583,91,genomes/1280.9408.fna,ok
1280.9409,Staphylococcus aureus C00000790,Staphylococcus aureus,hc10:2615,1,2872612,85,genomes/1280.9409.fna,ok
1280.9410,Staphylococcus aureus C00000795,Staphylococcus aureus,nogroup:1280.9410,1,1375845,50,genomes/1280.9410.fna,ok
1280.9411,Staphylococcus aureus C00000796,Staphylococcus aureus,hc10:3241,1,2765498,68,genomes/1280.9411.fna,ok
1280.9412,Staphylococcus aureus C00000805,Staphylococcus aureus,hc10:3798,1,2760454,76,genomes/1280.9412.fna,ok
1280.9413,Staphylococcus aureus C00000818,Staphylococcus aureus,hc10:2366,1,2788287,74,genomes/1280.9413.fna,ok
1280.9414,Staphylococcus aureus C00000825,Staphylococcus aureus,hc10:2887,1,2771574,75,genomes/1280.9414.fna,ok
1280.9415,Staphylococcus aureus C00000828,Staphylococcus aureus,hc10:2888,1,2871842,84,genomes/1280.9415.fna,ok
1280.9416,Staphylococcus aureus C00000829,Staphylococcus aureus,hc10:3242,1,2874384,79,genomes/1280.9416.fna,ok
1280.9417,Staphylococcus aureus C00000830,Staphylococcus aureus,hc10:2616,1,2773417,72,genomes/1280.9417.fna,ok
1280.9418,Staphylococcus aureus C00000835,Staphylococcus aureus,hc10:3799,1,2873910,84,genomes/1280.9418.fna,ok
1280.9419,Staphylococcus aureus C00000836,Staphylococcus aureus,hc10:3800,1,2836184,82,genomes/1280.9419.fna,ok
1280.9420,Staphylococcus aureus C00000839,Staphylococcus aureus,hc10:2889,1,2802419,78,genomes/1280.9420.fna,ok
1280.9421,Staphylococcus aureus C00000860,Staphylococcus aureus,hc10:2617,1,2803939,79,genomes/1280.9421.fna,ok
1280.9422,Staphylococcus aureus C00000861,Staphylococcus aureus,hc10:3243,1,2874926,83,genomes/1280.9422.fna,ok
1280.9423,Staphylococcus aureus C00000862,Staphylococcus aureus,hc10:2890,1,2872601,88,genomes/1280.9423.fna,ok
1280.9424,Staphylococcus aureus C00000864,Staphylococcus aureus,hc10:3801,1,2817436,74,genomes/1280.9424.fna,ok
1280.9425,Staphylococcus aureus C00001078,Staphylococcus aureus,hc10:2891,1,2716892,48,genomes/1280.9425.fna,ok
1280.9426,Staphylococcus aureus C00001080,Staphylococcus aureus,hc10:2618,1,2750703,59,genomes/1280.9426.fna,ok
1280.9427,Staphylococcus aureus C00001079,Staphylococcus aureus,hc10:1064,1,2791996,67,genomes/1280.9427.fna,ok
1280.9428,Staphylococcus aureus C00001081,Staphylococcus aureus,hc10:2892,1,2666635,42,genomes/1280.9428.fna,ok
1280.9429,Staphylococcus aureus C00001084,Staphylococcus aureus,hc10:1065,1,2731185,44,genomes/1280.9429.fna,ok
1280.9430,Staphylococcus aureus C00001090,Staphylococcus aureus,hc10:4488,1,2826545,56,genomes/1280.9430.fna,ok
1280.9431,Staphylococcus aureus C00001093,Staphylococcus aureus,hc10:3802,1,2745313,46,genomes/1280.9431.fna,ok
