genome_id,genome_name,cluster,cluster_size
1280.8363,Staphylococcus aureus C00007108,hc10:2571,1
1280.8366,Staphylococcus aureus C00007101,hc10:3219,1
1280.8367,Staphylococcus aureus C00007107,hc10:2826,1
1280.8368,Staphylococcus aureus C00007106,hc10:2572,1
1280.8369,Staphylococcus aureus C00007104,hc10:3731,1
1280.8370,Staphylococcus aureus C00007100,hc10:2573,1
1280.8378,Staphylococcus aureus C00003276,hc10:2827,1
1280.8379,Staphylococcus aureus C00000820,hc10:3732,1
1280.8380,Staphylococcus aureus C00003279,hc10:3733,2
1280.8381,Staphylococcus aureus C00003373,hc10:3220,1
1280.8382,Staphylococcus aureus C00003372,hc10:1040,1
1280.8383,Staphylococcus aureus C00002661,hc10:3734,1
1280.8384,Staphylococcus aureus C00002662,hc10:2350,1
1280.8385,Staphylococcus aureus C00000837,hc10:2351,1
1280.8388,Staphylococcus aureus C00000834,hc10:2048,1
1280.8389,Staphylococcus aureus C00000831,hc10:3221,1
1280.8392,Staphylococcus aureus C00000838,hc10:3222,1
1280.8393,Staphylococcus aureus C00003168,hc10:2049,1
1280.8394,Staphylococcus aureus C00007089,hc10:2574,1
1280.8396,Staphylococcus aureus C00003160,hc10:2828,1
1280.8400,Staphylococcus aureus C00003164,hc10:3735,1
1280.8404,Staphylococcus aureus C00007083,hc10:3736,1
1280.8405,Staphylococcus aureus C00003312,hc10:1767,1
1280.8406,Staphylococcus aureus C00007081,hc10:2352,1
1280.8407,Staphylococcus aureus C00007080,hc10:2829,1
1280.8408,Staphylococcus aureus C00007087,hc10:3737,1
1280.8409,Staphylococcus aureus C00007086,hc10:3738,1
1280.8410,Staphylococcus aureus C00007085,hc10:2575,1
1280.8411,Staphylococcus aureus C00003298,hc10:2050,1
1280.8412,Staphylococcus aureus C00003299,hc10:3739,1
1280.8415,Staphylococcus aureus C00003295,hc10:2830,1
1280.8418,Staphylococcus aureus C00003291,hc10:2831,1
1280.8419,Staphylococcus aureus C00003195,hc10:1768,1
1280.8421,Staphylococcus aureus C00003197,hc10:1041,1
1280.8423,Staphylococcus aureus C00003190,hc10:2576,1
1280.8424,Staphylococcus aureus C00003193,hc10:2051,1
1280.8430,Staphylococcus aureus C00003228,hc10:3740,1
1280.8431,Staphylococcus aureus C00003223,hc10:1042,2
1280.8432,Staphylococcus aureus C00003222,hc10:2052,1
1280.8433,Staphylococcus aureus C00003221,hc10:2832,1
1280.8434,Staphylococcus aureus C00003220,hc10:2353,1
1280.8435,Staphylococcus aureus C00003227,hc10:3223,1
1280.8436,Staphylococcus aureus C00003226,hc10:2833,1
1280.8437,Staphylococcus aureus C00003225,hc10:1043,1
1280.8439,Staphylococcus aureus C00003340,hc10:3741,1
1280.8440,Staphylococcus aureus C00008972,hc10:3685,8
1280.8443,Staphylococcus aureus C00003345,hc10:3743,1
1280.8445,Staphylococcus aureus C00003348,hc10:3744,1
1280.8447,Staphylococcus aureus C00008636,hc10:3224,1
1280.8449,Staphylococcus aureus C00008985,hc10:2577,1
1280.8456,Staphylococcus aureus C00000826,hc10:2354,1
1280.8457,Staphylococcus aureus C00000827,hc10:2834,1
1280.8458,Staphylococcus aureus C00003119,hc10:2578,1
1280.8459,Staphylococcus aureus C00003118,hc10:2579,1
1280.8460,Staphylococcus aureus C00003114,hc10:2355,1
1280.8461,Staphylococcus aureus C00003116,hc10:1044,1
1280.8462,Staphylococcus aureus C00003111,hc10:3745,1
1280.8463,Staphylococcus aureus C00003110,hc10:2054,1
1280.8464,Staphylococcus aureus C00003113,hc10:2580,1
1280.8465,Staphylococcus aureus C00003112,hc10:3746,1
1280.8466,Staphylococcus aureus C00003186,hc10:2055,2
1280.8467,Staphylococcus aureus C00003187,hc10:2356,1
1280.8469,Staphylococcus aureus C00003185,hc10:2581,1
1280.8471,Staphylococcus aureus C00003182,hc10:3747,2
1280.8473,Staphylococcus aureus C00003181,hc10:2835,1
1280.8482,Staphylococcus aureus C00003237,hc10:2582,1
1280.8483,Staphylococcus aureus C00003231,hc10:2836,1
1280.8484,Staphylococcus aureus C00003232,hc10:2056,1
1280.8485,Staphylococcus aureus C00003233,hc10:2837,1
1280.8486,Staphylococcus aureus C00003335,hc10:1372,1
1280.8487,Staphylococcus aureus C00003334,hc10:1373,1
1280.8488,Staphylococcus aureus C00003337,hc10:2583,1
1280.8489,Staphylococcus aureus C00003336,hc10:1374,1
1280.8490,Staphylococcus aureus C00003089,hc10:3748,1
1280.8491,Staphylococcus aureus C00003332,hc10:3749,1
1280.8492,Staphylococcus aureus C00003333,hc10:2838,1
1280.8493,Staphylococcus aureus C00003321,hc10:2839,1
1280.8494,Staphylococcus aureus C00003339,hc10:1769,1
1280.8495,Staphylococcus aureus C00003338,hc10:2840,1
1280.8499,Staphylococcus aureus C00003249,hc10:3750,1
1280.8508,Staphylococcus aureus C00001405,hc10:3751,2
1280.8509,Staphylococcus aureus C00001404,hc10:3752,1
1280.8510,Staphylococcus aureus C00001406,hc10:2357,1
1280.8511,Staphylococcus aureus C00001401,hc10:3753,1
1280.8512,Staphylococcus aureus C00003278,hc10:3754,1
1280.8514,Staphylococcus aureus C00009029,hc10:2584,1
1280.8515,Staphylococcus aureus C00009021,hc10:2585,1
1280.8516,Staphylococcus aureus C00009020,hc10:2841,1
1280.8517,Staphylococcus aureus C00000859,hc10:3756,1
1280.8518,Staphylococcus aureus C00000858,hc10:3757,1
1280.8519,Staphylococcus aureus C00000857,hc10:1045,1
1280.8520,Staphylococcus aureus C00000851,hc10:3758,1
1280.8521,Staphylococcus aureus C00000850,hc10:2586,1
1280.8522,Staphylococcus aureus C00000852,hc10:3225,1
1280.8534,Staphylococcus aureus C00003255,hc10:2057,2
1280.8535,Staphylococcus aureus C00003324,hc10:1046,1
1280.8536,Staphylococcus aureus C00003325,hc10:3759,1
1280.8537,Staphylococcus aureus C00003322,hc10:2842,1
1280.8538,Staphylococcus aureus C00003323,hc10:2843,1
1280.8539,Staphylococcus aureus C00003320,hc10:3226,1
1280.8540,Staphylococcus aureus C00003088,hc10:3760,1
1280.8541,Staphylococcus aureus C00003087,hc10:3761,1
1280.8542,Staphylococcus aureus C00003086,hc10:2587,1
1280.8543,Staphylococcus aureus C00003085,hc10:2844,1
1280.8544,Staphylococcus aureus C00003084,hc10:2358,1
1280.8545,Staphylococcus aureus C00003083,hc10:2845,1
1280.8547,Staphylococcus aureus C00003329,hc10:2058,1
1280.8548,Staphylococcus aureus C00008960,hc10:1047,1
1280.8551,Staphylococcus aureus C00003259,hc10:2846,1
1280.8560,Staphylococcus aureus C00008996,hc10:2059,1
1280.8561,Staphylococcus aureus C00009030,hc10:3762,1
1280.8562,Staphylococcus aureus C00009033,hc10:1048,1
1280.8563,Staphylococcus aureus C00003191,hc10:3763,2
1280.8564,Staphylococcus aureus C00000848,hc10:1049,1
1280.8565,Staphylococcus aureus C00000849,hc10:1050,1
1280.8566,Staphylococcus aureus C00000846,hc10:1375,1
1280.8567,Staphylococcus aureus C00000847,hc10:3764,1
1280.8568,Staphylococcus aureus C00000845,hc10:2588,1
1280.8569,Staphylococcus aureus C00000840,hc10:2589,1
1280.8570,Staphylococcus aureus C00003198,hc10:1051,1
1280.8571,Staphylococcus aureus C00003133,hc10:1376,1
1280.8572,Staphylococcus aureus C00003132,hc10:2847,1
1280.8574,Staphylococcus aureus C00003130,hc10:2848,1
1280.8575,Staphylococcus aureus C00003137,hc10:3227,1
1280.8586,Staphylococcus aureus C00003148,hc10:2590,1
1280.8587,Staphylococcus aureus C00003244,hc10:3765,1
1280.8588,Staphylococcus aureus C00003247,hc10:1770,1
1280.8589,Staphylococcus aureus C00003246,hc10:2849,1
1280.8590,Staphylococcus aureus C00003253,hc10:2591,1
1280.8591,Staphylococcus aureus C00003318,hc10:2850,1
1280.8592,Staphylococcus aureus C00003319,hc10:2359,1
1280.8593,Staphylococcus aureus C00003313,hc10:2851,1
1280.8595,Staphylococcus aureus C00003311,hc10:1771,1
1280.8596,Staphylococcus aureus C00003310,hc10:2592,1
1280.8598,Staphylococcus aureus C00003317,hc10:3767,1
1280.8599,Staphylococcus aureus C00003315,hc10:1052,1
1280.8600,Staphylococcus aureus C00003314,hc10:2852,1
1280.8601,Staphylococcus aureus C00003090,hc10:3768,1
1280.8612,Staphylococcus aureus C00003267,hc10:3769,1
1280.8613,Staphylococcus aureus C00003266,hc10:2360,1
1280.8614,Staphylococcus aureus C00003265,hc10:1053,1
1280.8615,Staphylococcus aureus C00003264,hc10:2593,1
1280.8616,Staphylococcus aureus C00003263,hc10:2853,1
1280.8617,Staphylococcus aureus C00003262,hc10:2854,1
1280.8618,Staphylococcus aureus C00003261,hc10:2361,1
1280.8619,Staphylococcus aureus C00003260,hc10:3770,1
1280.8620,Staphylococcus aureus C00003341,hc10:2855,1
1280.8622,Staphylococcus aureus C00003402,hc10:2856,1
1280.8623,Staphylococcus aureus C00003400,hc10:2857,1
1280.8624,Staphylococcus aureus C00003407,hc10:2858,1
1280.8625,Staphylococcus aureus C00003406,hc10:2060,1
1280.8626,Staphylococcus aureus C00003405,hc10:3771,1
1280.8627,Staphylococcus aureus C00003404,hc10:3772,1
1280.8635,Staphylococcus aureus C00001388,hc10:3775,1
1280.8638,Staphylococcus aureus C00008635,hc10:2594,1
1280.8641,Staphylococcus aureus C00008633,hc10:2859,1
1280.8644,Staphylococcus aureus C00008626,hc10:2860,1
1280.8645,Staphylococcus aureus C00002658,hc10:2595,1
1280.8646,Staphylococcus aureus C00002653,hc10:2596,1
1280.8647,Staphylococcus aureus C00002652,hc10:3776,1
1280.8648,Staphylococcus aureus C00002655,hc10:3228,1
1280.8649,Staphylococcus aureus C00002657,hc10:2861,1
1280.8655,Staphylococcus aureus C00003120,hc10:3777,1
1280.8656,Staphylococcus aureus C00003121,hc10:2862,1
1280.8657,Staphylococcus aureus C00003122,hc10:2061,1
1280.8658,Staphylococcus aureus C00003128,hc10:2863,1
1280.8659,Staphylococcus aureus C00003129,hc10:3778,1
1280.8660,Staphylococcus aureus C00008625,hc10:3779,1
1280.8663,Staphylococcus aureus C00003391,hc10:3229,1
1280.8666,Staphylococcus aureus C00003396,hc10:1772,1
1280.8668,Staphylococcus aureus C00003394,hc10:4468,1
1280.8670,Staphylococcus aureus C00003151,hc10:2062,1
1280.8671,Staphylococcus aureus C00003398,hc10:2063,1
1280.8672,Staphylococcus aureus C00003150,hc10:3230,1
1280.8673,Staphylococcus aureus C00003153,hc10:4469,1
1280.8674,Staphylococcus aureus C00003152,hc10:2597,1
1280.8675,Staphylococcus aureus C00003155,hc10:2362,1
1280.8681,Staphylococcus aureus C00003147,hc10:2864,1
1280.8682,Staphylococcus aureus C00007098,hc10:1773,1
1280.8683,Staphylococcus aureus C00007099,hc10:3231,1
1280.8684,Staphylococcus aureus C00007095,hc10:2865,1
1280.8685,Staphylococcus aureus C00007094,hc10:2064,1
1280.8686,Staphylococcus aureus C00007096,hc10:3232,1
1280.8687,Staphylococcus aureus C00007097,hc10:1054,1
1280.8695,Staphylococcus aureus C00008948,hc10:2598,2
1280.8697,Staphylococcus aureus C00000788,hc10:2866,1
1280.8698,Staphylococcus aureus C00000785,hc10:2599,1
1280.8699,Staphylococcus aureus C00000784,hc10:2867,1
1280.8700,Staphylococcus aureus C00000787,hc10:4470,1
1280.8701,Staphylococcus aureus C00000786,hc10:1774,1
1280.8707,Staphylococcus aureus C00003375,hc10:2600,1
1280.8708,Staphylococcus aureus C00003414,hc10:3782,1
1280.8709,Staphylococcus aureus C00003374,hc10:2363,1
1280.8710,Staphylococcus aureus C00003415,hc10:3233,1
1280.8711,Staphylococcus aureus C00003417,hc10:2065,1
1280.8712,Staphylococcus aureus C00003303,hc10:2868,1
1280.8713,Staphylococcus aureus C00003411,hc10:2869,1
1280.8716,Staphylococcus aureus C00003418,hc10:2870,1
1280.8718,Staphylococcus aureus C00000809,hc10:3783,1
1280.8721,Staphylococcus aureus C00001448,hc10:1775,1
1280.8722,Staphylococcus aureus C00001441,hc10:2066,1
1280.8724,Staphylococcus aureus C00001443,hc10:2871,1
1280.8726,Staphylococcus aureus C00001445,hc10:1776,1
1280.8727,Staphylococcus aureus C00001447,hc10:3784,1
1280.8728,Staphylococcus aureus C00001446,hc10:2601,1
1280.8733,Staphylococcus aureus C00000863,hc10:1055,1
1280.8734,Staphylococcus aureus C00002649,hc10:2872,1
1280.8735,Staphylococcus aureus C00000815,hc10:4471,1
1280.8736,Staphylococcus aureus C00000814,hc10:2602,1
1280.8737,Staphylococcus aureus C00000817,hc10:3234,1
1280.8739,Staphylococcus aureus C00000819,hc10:2874,1
1280.8742,Staphylococcus aureus C00003384,hc10:1056,1
1280.8743,Staphylococcus aureus C00003385,nogroup:1280.8743,1
1280.8747,Staphylococcus aureus C00003381,hc10:1057,1
1280.8748,Staphylococcus aureus C00003382,hc10:1058,1
1280.8750,Staphylococcus aureus C00003388,hc10:2603,1
1280.8751,Staphylococcus aureus C00003389,hc10:2875,1
1280.8753,Staphylococcus aureus C00003143,hc10:1777,1
1280.8754,Staphylococcus aureus C00003140,hc10:3235,1
1280.8759,Staphylococcus aureus C00007063,hc10:2067,1
1280.8760,Staphylococcus aureus C00007062,hc10:2876,1
1280.8761,Staphylococcus aureus C00007065,hc10:2877,1
1280.8762,Staphylococcus aureus C00007064,nogroup:1280.8762,1
1280.8763,Staphylococcus aureus C00007067,hc10:1059,1
1280.8764,Staphylococcus aureus C00007066,hc10:2545,2
1280.8766,Staphylococcus aureus C00007069,hc10:2605,1
1280.8767,Staphylococcus aureus C00008958,hc10:3236,1
1280.8772,Staphylococcus aureus C00001276,hc10:3237,1
1280.8773,Staphylococcus aureus C00001123,hc10:2068,1
1280.8774,Staphylococcus aureus C00001162,hc10:3785,1
1280.8776,Staphylococcus aureus C00001147,hc10:1778,1
1280.8777,Staphylococcus aureus C00001092,hc10:2878,1
1280.8779,Staphylococcus aureus C00001215,hc10:2606,1
1280.8780,Staphylococcus aureus C00001249,nogroup:1280.8780,1
1280.8785,Staphylococcus aureus C00001082,hc10:3786,1
1280.8786,Staphylococcus aureus C00001189,hc10:1060,1
1280.8787,Staphylococcus aureus C00001247,hc10:2364,1
1280.8788,Staphylococcus aureus C00012757,hc10:1779,1
1280.8789,Staphylococcus aureus C00001075,hc10:2879,1
1280.8790,Staphylococcus aureus C00001076,hc10:2880,1
1280.8791,Staphylococcus aureus C00001077,hc10:2881,1
1280.8795,Staphylococcus aureus C00001083,hc10:2607,1
1280.8797,Staphylococcus aureus C00001085,hc10:2608,1
1280.8798,Staphylococcus aureus C00001086,hc10:2069,1
1280.8799,Staphylococcus aureus C00001087,hc10:2609,1
1280.8800,Staphylococcus aureus C00001088,hc10:2610,1
1280.8801,Staphylococcus aureus C00001089,hc10:1061,1
1280.8803,Staphylococcus aureus C00001091,hc10:2611,1
1280.8805,Staphylococcus aureus C00001094,hc10:1780,1
1280.8807,Staphylococcus aureus C00001097,hc10:3238,1
1280.8812,Staphylococcus aureus C00001102,hc10:2882,1
1280.8813,Staphylococcus aureus C00001103,hc10:2070,1
1280.8814,Staphylococcus aureus C00001104,hc10:3787,1
1280.8816,Staphylococcus aureus C00001107,hc10:2612,1
1280.8819,Staphylococcus aureus C00001223,hc10:1062,1
1280.8825,Staphylococcus aureus C00001234,hc10:2071,1
1280.8827,Staphylococcus aureus C00001236,hc10:1063,1
1280.8829,Staphylococcus aureus C00001239,hc10:2883,1
1280.8830,Staphylococcus aureus C00001240,hc10:2365,1
1280.8831,Staphylococcus aureus C00001241,hc10:3239,1
1280.8832,Staphylococcus aureus C00001242,hc10:2613,1
1280.8833,Staphylococcus aureus C00001244,hc10:3788,1
1280.8835,Staphylococcus aureus C00001246,hc10:2884,1
1280.8836,Staphylococcus aureus C00001248,hc10:2885,1
1280.8837,Staphylococcus aureus C00001250,hc10:3789,1
1280.8840,Staphylococcus aureus TTSH3_07,hc10:19578,1
1280.8844,Staphylococcus aureus TTSH3_08,hc10:19579,1
1280.8845,Staphylococcus aureus TTSH4_08,hc10:19009,1
1280.8848,Staphylococcus aureus 097_08,hc10:19010,1
1280.8849,Staphylococcus aureus CGH3_08,hc10:19011,1
1280.9188,Staphylococcus aureus 001_10,hc10:15014,1
1280.9189,Staphylococcus aureus 002_00,hc10:15015,1
1280.9190,Staphylococcus aureus 002_07,hc10:19383,1
1280.9191,Staphylococcus aureus 002_10,hc10:19580,1
1280.9192,Staphylococcus aureus 003_06,hc10:17979,1
1280.9193,Staphylococcus aureus 003_10,hc10:19581,1
1280.9194,Staphylococcus aureus 004_06,hc10:19582,1
1280.9195,Staphylococcus aureus 004_10,hc10:19384,1
1280.9196,Staphylococcus aureus 005_10,hc10:17980,1
1280.9197,Staphylococcus aureus 006_00,hc10:19385,1
1280.9198,Staphylococcus aureus 006_06,hc10:19583,1
1280.9199,Staphylococcus aureus 006_10,hc10:19584,1
1280.9200,Staphylococcus aureus 009_00,hc10:15016,1
1280.9201,Staphylococcus aureus 009_09,hc10:19585,1
1280.9202,Staphylococcus aureus 009_06,hc10:17981,1
1280.9203,Staphylococcus aureus 010_09,hc10:19386,1
1280.9204,Staphylococcus aureus 011_00,hc10:19586,1
1280.9205,Staphylococcus aureus 011_09,hc10:19387,1
1280.9206,Staphylococcus aureus 012_00,hc10:15017,1
1280.9207,Staphylococcus aureus 013_00,hc10:19587,1
1280.9208,Staphylococcus aureus 018_09,hc10:19588,1
1280.9209,Staphylococcus aureus 019_01,hc10:19589,1
1280.9211,Staphylococcus aureus 020_01,hc10:17982,1
1280.9212,Staphylococcus aureus 022_01,hc10:17983,1
1280.9213,Staphylococcus aureus 023_01,hc10:19388,1
1280.9214,Staphylococcus aureus 024_04,hc10:19389,1
1280.9215,Staphylococcus aureus 024_05,hc10:19390,1
1280.9216,Staphylococcus aureus 025_01,hc10:19391,1
1280.9218,Staphylococcus aureus 028_01,hc10:19393,1
1280.9219,Staphylococcus aureus 028_04,hc10:19013,1
1280.9220,Staphylococcus aureus 028_07,hc10:19014,1
1280.9221,Staphylococcus aureus 030_01,hc10:15310,1
1280.9222,Staphylococcus aureus 030_05,hc10:19015,1
1280.9223,Staphylococcus aureus 031_01,hc10:19016,1
1280.9224,Staphylococcus aureus 032_01,hc10:19017,1
1280.9225,Staphylococcus aureus 033_01,hc10:19018,1
1280.9226,Staphylococcus aureus 040_08,hc10:15311,1
1280.9227,Staphylococcus aureus 039_08,hc10:19394,1
1280.9228,Staphylococcus aureus 041_04,hc10:19395,1
1280.9229,Staphylococcus aureus 041_08,hc10:19019,1
1280.9230,Staphylococcus aureus 042_04,hc10:19020,1
1280.9231,Staphylococcus aureus 043_05,hc10:19021,1
1280.9232,Staphylococcus aureus 049_05,hc10:19022,1
1280.9233,Staphylococcus aureus 052_05,hc10:19023,1
1280.9235,Staphylococcus aureus 054_09,hc10:19396,1
1280.9236,Staphylococcus aureus 055_04,hc10:15312,1
1280.9237,Staphylococcus aureus 056_05,hc10:17984,1
1280.9238,Staphylococcus aureus 058_08,hc10:15313,1
1280.9239,Staphylococcus aureus 064_02,hc10:19591,1
1280.9240,Staphylococcus aureus 065_02,hc10:19397,2
1280.9242,Staphylococcus aureus 067_02,hc10:19399,1
1280.9243,Staphylococcus aureus 068_02,hc10:19400,1
1280.9244,Staphylococcus aureus 069_02,hc10:19401,1
1280.9245,Staphylococcus aureus 069_05,hc10:19402,1
1280.9246,Staphylococcus aureus 070_03,hc10:19592,1
1280.9247,Staphylococcus aureus 071_03,hc10:19593,1
1280.9248,Staphylococcus aureus 078_05,hc10:17985,1
1280.9249,Staphylococcus aureus 082_03,hc10:19403,1
1280.9250,Staphylococcus aureus 085_03,hc10:19594,1
1280.9251,Staphylococcus aureus 086_03,hc10:19595,1
1280.9252,Staphylococcus aureus 088_03,hc10:19596,1
1280.9253,Staphylococcus aureus 092_03,hc10:19025,1
1280.9254,Staphylococcus aureus 098_03,hc10:19404,1
1280.9255,Staphylococcus aureus 099_03,hc10:19405,1
1280.9256,Staphylococcus aureus 100_06,hc10:19406,1
1280.9257,Staphylococcus aureus 101_03,hc10:19407,1
1280.9258,Staphylococcus aureus 101_07,hc10:19597,1
1280.9259,Staphylococcus aureus 102_03,hc10:19026,1
1280.9260,Staphylococcus aureus 102_07,hc10:19408,1
1280.9261,Staphylococcus aureus 106_06,hc10:19409,1
1280.9262,Staphylococcus aureus 106_07,hc10:19410,1
1280.9263,Staphylococcus aureus 108_08,hc10:19411,1
1280.9264,Staphylococcus aureus 112_09,hc10:19598,1
1280.9265,Staphylococcus aureus 126_04,hc10:19412,1
1280.9266,Staphylococcus aureus 131_09,hc10:19413,1
1280.9267,Staphylococcus aureus 135_04,hc10:19414,1
1280.9268,Staphylococcus aureus 142_07,hc10:19415,1
1280.9269,Staphylococcus aureus 152_05,hc10:19416,1
1280.9270,Staphylococcus aureus 156_04,hc10:19417,1
1280.9271,Staphylococcus aureus 157_04,hc10:19027,1
1280.9272,Staphylococcus aureus 158_08,hc10:19028,1
1280.9273,Staphylococcus aureus 172_05,hc10:19029,1
1280.9274,Staphylococcus aureus 176_08,hc10:19030,1
1280.9275,Staphylococcus aureus 177_08,hc10:19599,1
1280.9276,Staphylococcus aureus 199_04,hc10:19418,1
1280.9277,Staphylococcus aureus 213_05,hc10:19600,1
1280.9278,Staphylococcus aureus 255_04,hc10:19601,1
1280.9279,Staphylococcus aureus 259_04,hc10:19031,1
1280.9280,Staphylococcus aureus 262_04,hc10:19602,1
1280.9281,Staphylococcus aureus 263_04,hc10:19603,1
1280.9282,Staphylococcus aureus 264_04,hc10:19419,1
1280.9283,Staphylococcus aureus 268_04,hc10:19420,1
1280.9284,Staphylococcus aureus 270_04,hc10:19604,1
1280.9285,Staphylococcus aureus 339_07,hc10:19421,1
1280.9286,Staphylococcus aureus 346_07,hc10:19032,1
1280.9287,Staphylococcus aureus 341_07,hc10:19422,1
1280.9288,Staphylococcus aureus 348_05,hc10:19033,1
1280.9289,Staphylococcus aureus 349_06,hc10:19423,1
1280.9290,Staphylococcus aureus 352_05,hc10:19034,1
1280.9291,Staphylococcus aureus 352_06,hc10:19035,1
1280.9292,Staphylococcus aureus 356_05,hc10:19424,1
1280.9293,Staphylococcus aureus 362_05,hc10:19425,1
1280.9294,Staphylococcus aureus 363_07,hc10:19605,1
1280.9295,Staphylococcus aureus 367_05,hc10:19606,1
1280.9296,Staphylococcus aureus 480_06,hc10:19590,3
1280.9297,Staphylococcus aureus 481_06,hc10:19608,1
1280.9298,Staphylococcus aureus 491_05,hc10:19036,1
1280.9299,Staphylococcus aureus 493_05,hc10:19037,1
1280.9300,Staphylococcus aureus CGH1_05,hc10:19426,1
1280.9301,Staphylococcus aureus CGH1_06,hc10:19427,1
1280.9302,Staphylococcus aureus CGH1_07,hc10:19428,1
1280.9303,Staphylococcus aureus CGH1_08,hc10:19429,1
1280.9304,Staphylococcus aureus CGH1_09,hc10:19392,6
1280.9305,Staphylococcus aureus CGH2_05,hc10:19038,1
1280.9306,Staphylococcus aureus CGH2_06,hc10:19039,1
1280.9307,Staphylococcus aureus CGH2_07,hc10:19040,1
1280.9308,Staphylococcus aureus CGH2_08,hc10:19041,1
1280.9309,Staphylococcus aureus CGH2_09,hc10:19042,1
1280.9310,Staphylococcus aureus CGH3_05,hc10:19609,1
1280.9311,Staphylococcus aureus CGH3_06,hc10:19610,1
1280.9312,Staphylococcus aureus CGH3_07,hc10:19043,1
1280.9313,Staphylococcus aureus CGH3_10,hc10:19611,1
1280.9314,Staphylococcus aureus CGH4_05,hc10:19044,1
1280.9315,Staphylococcus aureus CGH4_06,hc10:19612,1
1280.9316,Staphylococcus aureus CGH4_07,hc10:19613,1
1280.9317,Staphylococcus aureus CGH4_08,hc10:19431,1
1280.9318,Staphylococcus aureus CGH5_05,hc10:19432,1
1280.9320,Staphylococcus aureus CGH5_07,hc10:19614,1
1280.9321,Staphylococcus aureus CGH5_08,hc10:19045,1
1280.9322,Staphylococcus aureus CGH5_10,hc10:19434,1
1280.9323,Staphylococcus aureus CGH6_06,hc10:19435,1
1280.9324,Staphylococcus aureus CGH6_09,hc10:19046,1
1280.9325,Staphylococcus aureus CGH6_10,hc10:19436,1
1280.9326,Staphylococcus aureus TTSH1_01,hc10:19047,1
1280.9327,Staphylococcus aureus TTSH1_02,hc10:19615,1
1280.9328,Staphylococcus aureus TTSH1_03,hc10:19616,2
1280.9329,Staphylococcus aureus TTSH1_04,hc10:19437,1
1280.9330,Staphylococcus aureus TTSH1_05,hc10:19438,1
1280.9332,Staphylococcus aureus TTSH1_07,hc10:19440,1
1280.9335,Staphylococcus aureus TTSH2_01,hc10:19617,1
1280.9336,Staphylococcus aureus TTSH2_02,hc10:19618,1
1280.9337,Staphylococcus aureus TTSH2_03,hc10:19048,1
1280.9338,Staphylococcus aureus TTSH2_06,hc10:19619,1
1280.9340,Staphylococcus aureus TTSH2_07,hc10:19621,1
1280.9341,Staphylococcus aureus TTSH2_08,hc10:19049,1
1280.9343,Staphylococcus aureus TTSH3_01,hc10:19622,1
1280.9345,Staphylococcus aureus TTSH3_04,hc10:19024,4
1280.9346,Staphylococcus aureus TTSH3_03,hc10:19052,1
1280.9347,Staphylococcus aureus TTSH3_05,hc10:19053,2
1280.9348,Staphylococcus aureus TTSH3_06,hc10:19054,1
1280.9349,Staphylococcus aureus TTSH3_09,hc10:19624,1
1280.9350,Staphylococcus aureus TTSH3_10,hc10:19055,1
1280.9351,Staphylococcus aureus TTSH4_01,hc10:19056,1
1280.9352,Staphylococcus aureus TTSH4_02,hc10:19057,1
1280.9353,Staphylococcus aureus TTSH4_03,hc10:19625,1
1280.9354,Staphylococcus aureus TTSH4_04,hc10:19058,1
1280.9356,Staphylococcus aureus TTSH4_06,hc10:19060,1
1280.9358,Staphylococcus aureus TTSH5_01,hc10:19626,1
1280.9359,Staphylococcus aureus TTSH5_02,hc10:19061,1
1280.9360,Staphylococcus aureus TTSH5_03,hc10:19443,1
1280.9361,Staphylococcus aureus TTSH5_04,hc10:19444,1
1280.9362,Staphylococcus aureus TTSH5_05,hc10:19062,1
1280.9363,Staphylococcus aureus TTSH5_06,hc10:19627,1
1280.9364,Staphylococcus aureus TTSH5_07,hc10:19628,1
1280.9366,Staphylococcus aureus TTSH5_10,hc10:19064,1
1280.9367,Staphylococcus aureus WAU_10,hc10:16307,1
1280.9368,Staphylococcus aureus WAU_11,hc10:16308,1
1280.9369,Staphylococcus aureus WAU_12,hc10:19629,1
1280.9370,Staphylococcus aureus WAU_13,hc10:15314,1
1280.9371,Staphylococcus aureus WAU_14,hc10:19630,1
1280.9372,Staphylococcus aureus WAU_15,hc10:15315,1
1280.9373,Staphylococcus aureus WAU_16,hc10:15316,1
1280.9374,Staphylococcus aureus WAU_17,hc10:15317,1
1280.9375,Staphylococcus aureus WAU_18,hc10:19631,1
1280.9376,Staphylococcus aureus WAU_19,hc10:19445,1
1280.9377,Staphylococcus aureus WAU_20,hc10:19446,1
1280.9378,Staphylococcus aureus WAU_21,hc10:19447,1
1280.9379,Staphylococcus aureus WAU_23,hc10:19448,1
1280.9380,Staphylococcus aureus WAU_24,hc10:19449,1
1280.9381,Staphylococcus aureus WAU_25,hc10:19450,1
1280.9382,Staphylococcus aureus WAU_26,hc10:19451,1
1280.9383,Staphylococcus aureus WAU_27,hc10:19452,1
1280.9384,Staphylococcus aureus WAU_28,hc10:19065,1
1280.9385,Staphylococcus aureus WAU_29,hc10:19066,1
1280.9386,Staphylococcus aureus WAU_3,hc10:19067,1
1280.9387,Staphylococcus aureus WAU_30,hc10:19068,1
1280.9388,Staphylococcus aureus WAU_31,hc10:19069,1
1280.9398,Staphylococcus aureus WAU_32,hc10:16309,1
1280.9400,Staphylococcus aureus WAU_34,hc10:19632,2
