bioproject_accession,biosample_accession,checkm_completeness,checkm_contamination,coarse_consistency,contig_l50,contig_n50,contigs,fine_consistency,genome_id,genome_length,genome_name,genome_quality,mlst,cgmlst_hc0,cgmlst_hc2,cgmlst_hc5,cgmlst_hc10,cgmlst_hc20,cgmlst_hc50,cgmlst_hc100,assembly_accession,collection_date,genome_quality_flags
PRJEB2295,SAMEA800372,100.0,0.0,99.9,9,136208,70,99.8,1280.9353,3037485,Staphylococcus aureus TTSH4_03,Good,MLST.saureus.239,19625,19625,19625,19625,19625,19569,1353,,2003-02-15,
PRJEB2295,SAMEA800371,100.0,0.0,99.9,10,103224,78,99.9,1280.9354,3007628,Staphylococcus aureus TTSH4_04,Good,MLST.saureus.239,19058,19058,19058,19058,19058,19006,1353,,2004-02-14,
PRJEB2295,SAMEA800343,100.0,0.0,100.0,9,103830,60,99.9,1280.9355,2822777,Staphylococcus aureus TTSH4_05,Good,MLST.saureus.22,19059,19059,19059,19024,19014,1216,17,,2005-04-03,
PRJEB2295,SAMEA800370,100.0,1.2,99.9,10,113222,64,99.8,1280.9356,2995318,Staphylococcus aureus TTSH4_06,Good,MLST.saureus.1531,19060,19060,19060,19060,19006,19006,1353,,2006-01-18,
PRJEB2295,SAMEA800344,100.0,0.0,99.9,9,136228,60,99.9,1280.9358,2995292,Staphylococcus aureus TTSH5_01,Good,MLST.saureus.239,19626,19626,19626,19626,19626,19569,1353,,2001-12-30,
PRJEB2295,SAMEA800345,100.0,0.0,99.9,9,110928,64,99.7,1280.9359,2996501,Staphylococcus aureus TTSH5_02,Good,MLST.saureus.239,19061,19061,19061,19061,19061,19061,1353,,2002-01-07,
PRJEB2295,SAMEA800338,100.0,1.2,99.9,9,136228,65,99.8,1280.9360,2994939,Staphylococcus aureus TTSH5_03,Good,MLST.saureus.239,19443,19443,19443,19443,19443,19379,1353,,2003-02-13,
PRJEB2295,SAMEA800340,100.0,0.0,99.9,10,101349,62,99.9,1280.9361,2993979,Staphylococcus aureus TTSH5_04,Good,MLST.saureus.239,19444,19444,19444,19444,19379,19379,1353,,2004-02-14,
PRJEB2295,SAMEA800341,100.0,0.0,99.9,10,136228,65,99.9,1280.9362,2996701,Staphylococcus aureus TTSH5_05,Good,MLST.saureus.239,19062,19062,19062,19062,19022,19006,1353,,2005-03-06,
PRJEB2295,SAMEA800346,98.8,0.6,99.1,8,136457,62,99.0,1280.9363,2984965,Staphylococcus aureus TTSH5_06,Good,MLST.saureus.239,19627,19627,19627,19627,19627,19569,1353,,2006-01-18,
PRJEB2295,SAMEA800347,100.0,0.0,99.9,9,134599,61,99.9,1280.9364,2996376,Staphylococcus aureus TTSH5_07,Good,MLST.saureus.239,19628,19628,19628,19628,19628,19569,1353,,2007-03-13,
PRJEB2295,SAMEA800339,100.0,0.0,100.0,10,86247,61,99.9,1280.9365,2773136,Staphylococcus aureus TTSH5_08,Good,MLST.saureus.22,19063,19063,19063,19053,19014,1216,17,,2008-02-17,
PRJEB2295,SAMEA800317,100.0,0.0,100.0,9,87685,60,99.9,1280.9366,2789598,Staphylococcus aureus TTSH5_10,Good,MLST.saureus.22,19064,19064,19064,19064,19014,1216,17,,2010-06-30,
PRJEB2295,SAMEA1021856,100.0,0.0,99.9,8,136209,69,99.8,1280.9367,3010473,Staphylococcus aureus WAU_10,Good,MLST.saureus.239,16307,16307,16307,16307,16307,8195,1353,,1985-01-01,
PRJEB2295,SAMEA1021848,100.0,0.0,99.9,8,136209,66,99.9,1280.9368,2993834,Staphylococcus aureus WAU_11,Good,MLST.saureus.239,16308,16308,16308,16308,16308,8195,1353,,1996-01-01,
PRJEB2295,SAMEA1021900,100.0,0.0,99.9,8,115701,65,99.9,1280.9369,3008562,Staphylococcus aureus WAU_12,Good,MLST.saureus.239,19629,19629,19629,19629,19629,19569,1353,,1996-01-01,
PRJEB2295,SAMEA1021881,100.0,0.0,99.9,7,137813,69,99.9,1280.9370,3008535,Staphylococcus aureus WAU_13,Good,MLST.saureus.239,15314,15314,15314,15314,15314,15310,1353,,1996-01-01,
PRJEB2295,SAMEA1021876,100.0,0.0,99.9,8,136209,65,99.9,1280.9371,3009063,Staphylococcus aureus WAU_14,Good,MLST.saureus.239,19630,19630,19630,19630,19630,19569,1353,,1996-01-01,
PRJEB2295,SAMEA1021999,100.0,0.0,99.9,8,136209,68,99.9,1280.9372,3008337,Staphylococcus aureus WAU_15,Good,MLST.saureus.239,15315,15315,15315,15315,15315,15310,1353,,1996-01-01,
PRJEB2295,SAMEA1022012,98.8,0.0,99.1,8,134601,67,99.0,1280.9373,3008250,Staphylococcus aureus WAU_16,Good,MLST.saureus.239,15316,15316,15316,15316,15316,15310,1353,,1996-01-01,
PRJEB2295,SAMEA1021973,100.0,0.0,99.9,9,113417,56,99.9,1280.9374,2961619,Staphylococcus aureus WAU_17,Good,MLST.saureus.239,15317,15317,15317,15317,15317,15310,1353,,1996-01-01,
PRJEB2295,SAMEA1021952,100.0,0.0,99.9,8,141005,56,99.9,1280.9375,2992134,Staphylococcus aureus WAU_18,Good,MLST.saureus.239,19631,19631,19631,19631,19630,19569,1353,,1996-01-01,
PRJEB2295,SAMEA1021934,100.0,0.0,99.9,7,136229,57,99.9,1280.9376,2976809,Staphylococcus aureus WAU_19,Good,MLST.saureus.239,19445,19445,19445,19445,19445,19379,1353,,1996-01-01,
PRJEB2295,SAMEA1021922,100.0,0.0,99.9,9,115701,69,99.9,1280.9377,3010197,Staphylococcus aureus WAU_20,Good,MLST.saureus.239,19446,19446,19446,19446,19446,19379,1353,,1996-01-01,
PRJEB2295,SAMEA1021910,100.0,0.0,99.9,8,136209,69,99.9,1280.9378,3006067,Staphylococcus aureus WAU_21,Good,MLST.saureus.239,19447,19447,19447,19447,19447,19379,1353,,1996-01-01,
PRJEB2295,SAMEA1021877,100.0,0.0,99.9,8,112389,80,99.9,1280.9379,2997749,Staphylococcus aureus WAU_23,Good,MLST.saureus.239,19448,19448,19448,19448,19448,19448,1353,,1996-01-01,
PRJEB2295,SAMEA1021855,100.0,0.0,99.9,8,136209,68,99.9,1280.9380,3005686,Staphylococcus aureus WAU_24,Good,MLST.saureus.239,19449,19449,19449,19449,19445,19379,1353,,1996-01-01,
PRJEB2295,SAMEA1021870,100.0,0.0,99.9,9,115213,75,99.9,1280.9381,3007915,Staphylococcus aureus WAU_25,Good,MLST.saureus.239,19450,19450,19450,19450,19447,19379,1353,,1997-01-01,
PRJEB2295,SAMEA1021849,100.0,0.0,99.9,8,136209,71,99.9,1280.9382,3010065,Staphylococcus aureus WAU_26,Good,MLST.saureus.239,19451,19451,19451,19451,19447,19379,1353,,1997-01-01,
PRJEB2295,SAMEA1021832,98.8,0.6,99.1,9,111938,72,99.0,1280.9383,2991358,Staphylococcus aureus WAU_27,Good,MLST.saureus.239,19452,19452,19452,19452,19452,19379,1353,,1997-01-01,
PRJEB2295,SAMEA1021821,100.0,0.0,99.9,10,97226,63,99.9,1280.9384,2963433,Staphylococcus aureus WAU_28,Good,MLST.saureus.239,19065,19065,19065,19065,19065,19006,1353,,1997-01-01,
PRJEB2295,SAMEA1021995,100.0,0.0,99.9,8,136209,68,99.9,1280.9385,3000404,Staphylococcus aureus WAU_29,Good,MLST.saureus.239,19066,19066,19066,19066,19066,19006,1353,,1997-01-01,
PRJEB2295,SAMEA1021981,100.0,0.0,99.9,8,112480,76,99.9,1280.9386,3007372,Staphylococcus aureus WAU_3,Good,MLST.saureus.239,19067,19067,19067,19067,19067,19067,1353,,1996-01-01,
PRJEB2295,SAMEA1021986,100.0,0.0,99.9,9,136209,62,99.9,1280.9387,3000964,Staphylococcus aureus WAU_30,Good,MLST.saureus.239,19068,19068,19068,19068,19068,19006,1353,,1997-01-01,
PRJEB2295,SAMEA1021970,100.0,0.0,99.9,8,136209,73,99.9,1280.9388,2976459,Staphylococcus aureus WAU_31,Good,MLST.saureus.239,19069,19069,19069,19069,19069,19006,1353,,1997-01-01,
PRJEB2295,SAMEA1022014,100.0,0.6,99.9,9,113466,71,99.9,1280.9398,2988227,Staphylococcus aureus WAU_32,Good,MLST.saureus.239,16309,16309,16309,16309,16309,8195,1353,,1997-01-01,
PRJEB2295,SAMEA1022005,100.0,0.6,99.9,9,111938,73,99.9,1280.9399,2987308,Staphylococcus aureus WAU_33,Good,MLST.saureus.239,19632,19632,19632,19632,19632,19632,1353,,1997-01-01,
PRJEB2295,SAMEA1021933,100.0,0.6,99.9,9,111938,70,99.9,1280.9400,2992536,Staphylococcus aureus WAU_34,Good,MLST.saureus.239,19633,19633,19633,19632,19632,19632,1353,,1997-01-01,
PRJEB2295,SAMEA1021914,100.0,0.0,99.9,9,106572,71,99.9,1280.9401,3007667,Staphylococcus aureus WAU_35,Good,MLST.saureus.239,19453,19453,19453,19453,19447,19379,1353,,1997-01-01,
PRJEB2295,SAMEA1021909,100.0,0.0,99.9,8,136209,74,99.9,1280.9402,3004561,Staphylococcus aureus WAU_36,Good,MLST.saureus.239,19634,19634,19634,19634,19630,19569,1353,,1997-01-01,
PRJEB2295,SAMEA1021954,98.8,0.0,99.1,10,80332,80,99.0,1280.9403,3009372,Staphylococcus aureus WAU_38,Good,MLST.saureus.239,19070,19070,19070,19070,19070,19006,1353,,1997-01-01,
PRJEB2295,SAMEA1021951,100.0,0.0,99.9,8,136209,59,99.9,1280.9404,2974033,Staphylococcus aureus WAU_39,Good,MLST.saureus.239,19635,19635,19635,19635,19635,19569,1353,,1997-01-01,
PRJEB2295,SAMEA1021915,100.0,0.6,99.9,8,87351,83,99.9,1280.9405,3015409,Staphylococcus aureus WAU_41,Good,MLST.saureus.239,16310,16310,16310,16310,16310,16310,1353,,1997-01-01,
PRJEB2295,SAMEA1021823,100.0,0.0,99.9,6,141005,69,99.9,1280.9406,3011034,Staphylococcus aureus WAU_8,Good,MLST.saureus.239,19636,19636,19636,19636,19636,19636,1353,,1982-01-01,
PRJEB2295,SAMEA1021807,100.0,0.0,99.9,8,114612,72,99.7,1280.9407,3002337,Staphylococcus aureus WAU_9,Good,MLST.saureus.239,15318,15318,15318,15318,15318,15318,1353,,1985-01-01,
PRJEB5261,SAMEA2339840,99.4,0.0,99.9,19,51226,91,99.8,1280.9408,2873583,Staphylococcus aureus C00000789,Good,MLST.saureus.36,2886,2886,2886,2886,2758,2758,21,,,
PRJEB5261,SAMEA2339841,100.0,0.0,99.9,16,61850,85,99.8,1280.9409,2872612,Staphylococcus aureus C00000790,Good,MLST.saureus.36,2615,2615,2615,2615,2479,2426,21,,,
PRJEB5261,SAMEA2339842,51.5,0.0,88.8,9,61408,50,88.8,1280.9410,1375845,Staphylococcus aureus C00000795,Poor,,,,,,,,,,,['Low CheckM completeness score']
PRJEB5261,SAMEA2339843,100.0,0.0,100.0,14,72981,68,99.9,1280.9411,2765498,Staphylococcus aureus C00000796,Good,MLST.saureus.22,3241,3241,3241,3241,3241,3154,17,,,
PRJEB5261,SAMEA2339846,100.0,0.0,100.0,14,72446,76,99.9,1280.9412,2760454,Staphylococcus aureus C00000805,Good,MLST.saureus.22,3798,3798,3798,3798,3679,3679,17,,,
PRJEB5261,SAMEA2339854,98.8,0.0,99.2,15,61866,74,99.0,1280.9413,2788287,Staphylococcus aureus C00000818,Good,MLST.saureus.36,2366,2366,2366,2366,2366,2106,21,,,
PRJEB5261,SAMEA2339857,100.0,0.0,100.0,14,70932,75,99.9,1280.9414,2771574,Staphylococcus aureus C00000825,Good,MLST.saureus.22,2887,2887,2887,2887,2887,2724,17,,,
PRJEB5261,SAMEA2339860,100.0,0.6,99.9,15,62117,84,99.8,1280.9415,2871842,Staphylococcus aureus C00000828,Good,MLST.saureus.36,2888,2888,2888,2888,2888,2758,21,,,
PRJEB5261,SAMEA2339861,100.0,0.0,99.9,14,65961,79,99.8,1280.9416,2874384,Staphylococcus aureus C00000829,Good,MLST.saureus.36,3242,3242,3242,3242,3242,3155,21,,,
PRJEB5261,SAMEA2339862,100.0,0.0,100.0,14,70973,72,99.9,1280.9417,2773417,Staphylococcus aureus C00000830,Good,MLST.saureus.22,2616,2616,2616,2616,2616,2406,17,,,
PRJEB5261,SAMEA2339865,100.0,0.0,99.9,15,61949,84,99.7,1280.9418,2873910,Staphylococcus aureus C00000835,Good,MLST.saureus.36,3799,3799,3799,3799,3799,2426,21,,,
PRJEB5261,SAMEA2339866,100.0,0.0,99.9,16,65944,82,99.8,1280.9419,2836184,Staphylococcus aureus C00000836,Good,MLST.saureus.36,3800,3800,3800,3800,3800,2426,21,,,
PRJEB5261,SAMEA2339869,100.0,0.6,100.0,14,70488,78,99.9,1280.9420,2802419,Staphylococcus aureus C00000839,Good,MLST.saureus.22,2889,2889,2889,2889,2889,2724,17,,,
PRJEB5261,SAMEA2339882,99.4,0.6,100.0,14,72981,79,99.9,1280.9421,2803939,Staphylococcus aureus C00000860,Good,MLST.saureus.22,2617,2617,2617,2617,2617,2406,17,,,
PRJEB5261,SAMEA2339883,100.0,0.0,99.9,16,60239,83,99.7,1280.9422,2874926,Staphylococcus aureus C00000861,Good,MLST.saureus.36,3243,3243,3243,3243,3243,3155,21,,,
PRJEB5261,SAMEA2339884,100.0,0.0,99.9,17,52123,88,99.8,1280.9423,2872601,Staphylococcus aureus C00000862,Good,MLST.saureus.36,2890,2890,2890,2890,2758,2758,21,,,
PRJEB5261,SAMEA2339886,100.0,0.0,99.9,15,62117,74,99.8,1280.9424,2817436,Staphylococcus aureus C00000864,Good,MLST.saureus.36,3801,3801,3801,3801,3747,2426,21,,,
PRJEB5225,SAMEA2335072,100.0,0.0,100.0,7,107189,48,100.0,1280.9425,2716892,Staphylococcus aureus C00001078,Good,MLST.saureus.97,2891,2891,2891,2891,2891,2851,63,,,
PRJEB5225,SAMEA2335074,99.4,0.0,100.0,10,100716,59,99.8,1280.9426,2750703,Staphylococcus aureus C00001080,Good,MLST.saureus.22,2618,2618,2618,2618,2406,2406,17,,,
PRJEB5225,SAMEA2335073,99.4,0.6,100.0,12,69137,67,99.9,1280.9427,2791996,Staphylococcus aureus C00001079,Good,MLST.saureus.22,1064,1064,1064,1064,1064,1064,1064,,,
PRJEB5225,SAMEA2335075,100.0,0.0,100.0,9,120845,42,99.7,1280.9428,2666635,Staphylococcus aureus C00001081,Good,MLST.saureus.15,2892,2892,2892,2892,2892,899,2,,,
PRJEB5225,SAMEA2335078,100.0,0.0,100.0,6,165581,44,99.9,1280.9429,2731185,Staphylococcus aureus C00001084,Good,MLST.saureus.8,1065,1065,1065,1065,1065,1065,1046,,,
PRJEB5225,SAMEA2335084,100.0,0.6,99.9,8,84342,56,99.6,1280.9430,2826545,Staphylococcus aureus C00001090,Good,MLST.saureus.34,4488,4488,4488,4488,4488,4336,1103,,,
PRJEB5225,SAMEA2335087,100.0,0.0,100.0,10,101499,46,100.0,1280.9431,2745313,Staphylococcus aureus C00001093,Good,MLST.saureus.15,3802,3802,3802,3802,3802,899,2,,,
PRJEB5225,SAMEA2335090,100.0,0.0,99.9,8,98682,61,99.7,1280.9432,2782487,Staphylococcus aureus C00001096,Good,MLST.saureus.30,2893,2893,2893,2893,2893,2773,2757,,,
PRJEB5225,SAMEA2335092,100.0,0.0,99.9,7,122905,45,99.7,1280.9433,2786396,Staphylococcus aureus C00001098,Good,MLST.saureus.878,2619,2619,2619,2619,2619,2619,2619,,,
PRJEB5225,SAMEA2335093,100.0,0.0,100.0,8,136345,49,100.0,1280.9434,2698201,Staphylococcus aureus C00001099,Good,MLST.saureus.7,2894,2894,2894,2894,2894,2807,10,,,
PRJEB5225,SAMEA2335094,100.0,0.0,99.9,10,78755,113,99.7,1280.9435,2905413,Staphylococcus aureus C00001100,Good,MLST.saureus.34,2895,2895,2895,2895,2895,2895,2798,,,
PRJEB5225,SAMEA2335095,100.0,0.6,100.0,4,198556,24,99.8,1280.9436,2686719,Staphylococcus aureus C00001101,Good,MLST.saureus.45,1781,1781,1781,1781,1781,1781,1781,,,
PRJEB5225,SAMEA2335099,100.0,0.0,100.0,5,158268,29,99.8,1280.9437,2730800,Staphylococcus aureus C00001105,Good,MLST.saureus.45,3244,3244,3244,3244,3244,3244,3244,,,
PRJEB5225,SAMEA2335102,99.4,0.6,99.9,8,103210,51,99.9,1280.9438,2713237,Staphylococcus aureus C00001108,Good,MLST.saureus.942,3803,3803,3803,3803,3803,3803,3803,,,
PRJEB5225,SAMEA2335103,100.0,0.0,100.0,4,178140,29,99.6,1280.9439,2731681,Staphylococcus aureus C00001109,Good,MLST.saureus.45,2896,2896,2896,2896,2896,2896,2896,,,
PRJEB5225,SAMEA2335109,100.0,1.8,99.9,9,121868,49,99.9,1280.9440,2826266,Staphylococcus aureus C00001115,Good,MLST.saureus.34,2620,2620,2620,2620,2620,2596,2592,,,
PRJEB5225,SAMEA2335111,100.0,0.0,100.0,6,175697,35,100.0,1280.9441,2710517,Staphylococcus aureus C00001117,Good,MLST.saureus.12,2897,2897,2897,2897,2897,2897,1051,,,
PRJEB5225,SAMEA2335112,100.0,0.0,100.0,10,101889,55,100.0,1280.9442,2715391,Staphylococcus aureus C00001118,Good,MLST.saureus.59,2621,2621,2621,2621,2621,2621,2621,,,
PRJEB5225,SAMEA2335114,98.8,0.0,99.2,7,120027,45,99.2,1280.9443,2740615,Staphylococcus aureus C00001120,Good,MLST.saureus.2439,3804,3804,3804,3804,3804,3804,3804,,,
PRJEB5225,SAMEA2335118,100.0,0.0,100.0,3,200504,27,99.9,1280.9444,2680408,Staphylococcus aureus C00001124,Good,MLST.saureus.45,2622,2622,2622,2622,2622,2622,2622,,,
PRJEB5225,SAMEA2335121,100.0,0.0,100.0,6,174253,42,100.0,1280.9445,2690763,Staphylococcus aureus C00001127,Good,MLST.saureus.2440,2623,2623,2623,2623,2623,2623,2565,,,
PRJEB5225,SAMEA2335122,100.0,0.0,100.0,6,188034,37,100.0,1280.9446,2735307,Staphylococcus aureus C00001128,Good,MLST.saureus.2452,2898,2898,2898,2898,2898,2898,332,,,
PRJEB5225,SAMEA2335126,100.0,0.0,100.0,4,204719,27,99.9,1280.9447,2712758,Staphylococcus aureus C00001132,Good,MLST.saureus.54,2899,2899,2899,2899,2899,2899,670,,,
PRJEB5225,SAMEA2335127,100.0,0.0,100.0,6,174253,45,100.0,1280.9448,2693778,Staphylococcus aureus C00001133,Good,MLST.saureus.2440,3245,3245,3245,3245,3245,3245,2565,,,
PRJEB5225,SAMEA2335129,100.0,0.0,99.9,9,84618,60,99.7,1280.9449,2816338,Staphylococcus aureus C00001135,Good,MLST.saureus.30,1066,1066,1066,1066,1066,1029,21,,,
PRJEB5225,SAMEA2335135,100.0,0.0,100.0,3,195248,27,99.9,1280.9451,2702153,Staphylococcus aureus C00001141,Good,MLST.saureus.45,2900,2900,2900,2900,2900,2900,2900,,,
PRJEB5225,SAMEA2335138,100.0,0.0,99.9,8,126577,52,99.9,1280.9452,2859261,Staphylococcus aureus C00001144,Good,MLST.saureus.30,3246,3246,3246,3246,3246,3246,3199,,,
PRJEB5225,SAMEA2335140,100.0,0.6,99.9,9,114793,55,99.9,1280.9453,2770557,Staphylococcus aureus C00001146,Good,MLST.saureus.39,3805,3805,3805,3805,3805,3805,2581,,,
PRJEB5225,SAMEA2335143,100.0,0.0,100.0,9,124337,39,99.6,1280.9454,2654858,Staphylococcus aureus C00001149,Good,MLST.saureus.15,3247,3247,3247,3247,3247,3166,2,,,
PRJEB5225,SAMEA2335150,100.0,1.2,99.9,9,136777,47,99.6,1280.9456,2793042,Staphylococcus aureus C00001156,Good,MLST.saureus.30,2624,2624,2624,2624,2624,2550,329,,,
PRJEB5225,SAMEA2335151,100.0,0.0,100.0,6,146355,31,99.9,1280.9457,2740908,Staphylococcus aureus C00001157,Good,MLST.saureus.2443,1067,1067,1067,1067,1067,1067,1067,,,
PRJEB5225,SAMEA2335152,100.0,0.6,99.9,8,137097,36,99.9,1280.9458,2708492,Staphylococcus aureus C00001158,Good,MLST.saureus.582,1068,1068,1068,1068,1068,1068,304,,,
PRJEB5261,SAMEA2340370,100.0,0.0,100.0,5,162145,30,100.0,1280.9462,2738606,Staphylococcus aureus C00001182,Good,MLST.saureus.5,1069,1069,1069,1069,1069,1069,1001,,,
PRJEB5261,SAMEA2340378,100.0,0.6,100.0,9,108847,48,99.8,1280.9464,2684403,Staphylococcus aureus C00001190,Good,MLST.saureus.22,2901,2901,2901,2901,2901,2901,2830,,,
PRJEB5261,SAMEA2340380,100.0,0.6,100.0,10,79749,63,99.9,1280.9466,2738644,Staphylococcus aureus C00001192,Good,MLST.saureus.3559,1070,1070,1070,1070,1070,1070,1048,,,
PRJEB5261,SAMEA2340382,100.0,0.6,100.0,10,73114,61,99.7,1280.9467,2738133,Staphylococcus aureus C00001194,Good,MLST.saureus.3559,2625,2625,2625,2625,2625,2625,2625,,,
PRJEB5261,SAMEA2340388,100.0,0.0,99.9,7,150400,45,99.7,1280.9470,2836879,Staphylococcus aureus C00001200,Good,MLST.saureus.30,2902,2902,2902,2902,2902,2773,2757,,,
PRJEB5261,SAMEA2340392,100.0,0.6,99.9,7,150391,45,99.6,1280.9471,2821653,Staphylococcus aureus C00001204,Good,MLST.saureus.30,2903,2903,2903,2903,2903,2903,2757,,,
PRJEB5261,SAMEA2340397,98.8,0.0,99.2,7,126375,48,99.0,1280.9473,2825020,Staphylococcus aureus C00001209,Good,MLST.saureus.30,2072,2072,2072,2072,2072,2072,2035,,,
PRJEB5261,SAMEA2340401,100.0,0.0,99.9,8,136478,41,99.9,1280.9475,2833427,Staphylococcus aureus C00001213,Good,MLST.saureus.30,3806,3806,3806,3806,3806,3806,329,,,
PRJEB5261,SAMEA2340413,100.0,0.0,100.0,10,88251,56,99.9,1280.9482,2826411,Staphylococcus aureus C00001225,Good,MLST.saureus.22,2626,2626,2626,2626,2406,2406,17,,,
PRJEB5261,SAMEA2340419,100.0,0.0,100.0,11,70471,54,99.9,1280.9487,2727663,Staphylococcus aureus C00001231,Good,MLST.saureus.22,3807,3807,3807,3807,3681,3679,17,,,
PRJEB5261,SAMEA2340431,100.0,0.0,100.0,3,313962,25,100.0,1280.9492,2726432,Staphylococcus aureus C00001243,Good,MLST.saureus.25,2904,2904,2904,2904,2904,2818,683,,,
PRJEB5261,SAMEA2340441,99.4,0.0,100.0,8,124373,37,100.0,1280.9495,2682228,Staphylococcus aureus C00001253,Good,MLST.saureus.2434,3808,3808,3808,3808,3808,3808,2,,,
PRJEB5261,SAMEA2340443,100.0,0.0,100.0,8,112710,54,99.9,1280.9496,2760674,Staphylococcus aureus C00001255,Good,MLST.saureus.22,2905,2905,2905,2905,2905,2765,2765,,,
PRJEB5261,SAMEA2339943,100.0,0.0,100.0,3,312402,30,100.0,1280.9535,2758315,Staphylococcus aureus C00003106,Good,MLST.saureus.25,2906,2906,2906,2906,2906,2818,683,,,
PRJEB5261,SAMEA2340208,99.4,0.6,100.0,9,107186,55,99.8,1280.9570,2773649,Staphylococcus aureus C00003386,Good,MLST.saureus.22,3809,3809,3809,3809,3809,3679,17,,,
PRJEB5261,SAMEA2340301,100.0,0.0,99.9,12,84197,83,99.6,1280.9600,2924584,Staphylococcus aureus C00008628,Good,MLST.saureus.34,2073,2073,2073,2073,2073,2073,2073,,,
PRJEB5261,SAMEA2340512,100.0,0.0,100.0,6,203120,46,100.0,1280.9629,2733672,Staphylococcus aureus C00012780,Good,MLST.saureus.97,2367,2367,2367,2367,2367,2367,63,,,
PRJEB5261,SAMEA2340523,100.0,0.0,99.9,8,124225,64,99.9,1280.9636,2897746,Staphylococcus aureus C00012791,Good,MLST.saureus.3442,3810,3810,3810,3810,3810,3609,1378,,,
PRJEB5261,SAMEA2340702,100.0,1.2,100.0,5,220154,37,100.0,1280.9684,2794600,Staphylococcus aureus C00013352,Good,MLST.saureus.6,2627,2627,2627,2627,2627,2525,24,,,
PRJEB5261,SAMEA2340725,100.0,0.0,100.0,6,162189,40,100.0,1280.9687,2738987,Staphylococcus aureus C00013375,Good,MLST.saureus.7,1377,1377,1377,1377,1377,1377,10,,,
PRJEB5261,SAMEA2340374,100.0,0.0,100.0,5,245322,32,99.9,1280.9689,2714617,Staphylococcus aureus C00001186,Good,MLST.saureus.5,3248,3248,3248,3248,3248,3248,332,,,
PRJEB5261,SAMEA2340366,100.0,0.0,100.0,4,245339,28,99.9,1280.9690,2715975,Staphylococcus aureus C00001178,Good,MLST.saureus.5,2628,2628,2628,2628,2628,2628,332,,,
PRJEB5225,SAMEA2335154,100.0,0.0,100.0,10,88368,56,100.0,1280.9691,2784402,Staphylococcus aureus C00001160,Good,MLST.saureus.20,3249,3249,3249,3249,3249,3249,3249,,,
PRJEB5225,SAMEA2335131,100.0,0.0,100.0,9,103909,52,99.8,1280.9692,2705935,Staphylococcus aureus C00001137,Good,MLST.saureus.291,1071,1071,1071,1071,1071,1071,831,,,
PRJEB5225,SAMEA2335148,98.8,0.0,99.2,6,124333,60,99.0,1280.9693,2783610,Staphylococcus aureus C00001154,Good,MLST.saureus.2442,2907,2907,2907,2907,2907,2773,2757,,,
PRJEB5261,SAMEA2340375,100.0,0.0,100.0,3,271351,29,99.9,1280.9694,2725842,Staphylococcus aureus C00001187,Good,MLST.saureus.46,3811,3811,3811,3811,3811,3695,3695,,,
PRJEB5261,SAMEA2340405,100.0,0.6,99.9,11,84467,49,99.9,1280.9695,2786807,Staphylococcus aureus C00001217,Good,MLST.saureus.30,1072,1072,1072,1072,1072,1029,21,,,
PRJEB5261,SAMEA2340386,100.0,0.0,99.9,7,136449,47,99.9,1280.9696,2743841,Staphylococcus aureus C00001198,Good,MLST.saureus.30,2908,2908,2908,2908,2908,2773,2757,,,
PRJEB5261,SAMEA2340407,100.0,0.0,100.0,9,88848,56,99.9,1280.9697,2815190,Staphylococcus aureus C00001219,Good,MLST.saureus.22,2909,2909,2909,2909,2724,2724,17,,,
PRJEB5261,SAMEA2340379,99.4,0.0,100.0,9,94811,49,99.9,1280.9698,2687290,Staphylococcus aureus C00001191,Good,MLST.saureus.22,2629,2629,2629,2629,2629,2629,2625,,,
PRJEB5261,SAMEA2340393,99.4,0.3,99.9,8,145775,48,99.8,1280.9699,2738192,Staphylococcus aureus C00001205,Good,MLST.saureus.30,3812,3812,3812,3812,3812,3812,329,,,
PRJEB5261,SAMEA2340385,100.0,0.0,99.9,7,136297,46,99.7,1280.9700,2749281,Staphylococcus aureus C00001197,Good,MLST.saureus.30,3813,3813,3813,3813,3813,3813,329,,,
PRJEB5261,SAMEA2340400,100.0,1.2,99.9,9,84451,58,99.6,1280.9701,2836558,Staphylococcus aureus C00001212,Good,MLST.saureus.30,3814,3814,3814,3814,3814,3767,329,,,
PRJEB5261,SAMEA2340404,100.0,1.2,99.9,10,84528,58,99.8,1280.9702,2836347,Staphylococcus aureus C00001216,Good,MLST.saureus.30,2910,2910,2910,2910,2910,2910,2757,,,
PRJEB5261,SAMEA2340418,98.8,0.6,99.2,9,88863,56,99.0,1280.9703,2817454,Staphylococcus aureus C00001230,Good,MLST.saureus.22,2074,2074,2074,2074,1869,1216,17,,,
PRJEB5261,SAMEA2340417,100.0,40.5,99.6,24,39583,652,80.9,1280.9704,4029244,Staphylococcus aureus C00001229,Poor,MLST.saureus.22,,,,,,,,,,['High CheckM contamination score']
PRJEB5261,SAMEA2340410,100.0,0.0,100.0,10,101100,62,99.9,1280.9705,2826191,Staphylococcus aureus C00001222,Good,MLST.saureus.22,2911,2911,2911,2909,2724,2724,17,,,
PRJEB5261,SAMEA2340408,100.0,0.0,100.0,9,96367,49,99.9,1280.9706,2773130,Staphylococcus aureus C00001220,Good,MLST.saureus.3456,2630,2630,2630,2630,2630,2406,17,,,
